masked_acct,MoodysUVIDiffCOFromOrig,VehicleValueBlackBook,FinancedAmt,PaymentAmt,TotalDownPmt,ChargeOffMOB,FICOScore,true_recovery_rate
852a0116353655a5f9b521cacc1e28df,-0.47,7950,11074.9805,265.5,1000,9,,0.6055
85302aeff0041eadfe822829761e7de6,-1.44,11475,14761,379.98,1500,10,,0.6251
8535d55831ad5c0bb216e5a48044fbe2,-7.66,10825,13484.9697,325,3000,23,511,0.0258
85370a53409cfdca2580c03d30d3d0c9,-11.02,13150,18752.8496,430.87,1000,38,,0
853b5d34a3504df5e266f912ac5c3419,-7.76,14925,17066.2109,399.16,2500,27,529,0.5113
853df38fada7635803544c5611dde629,-4.18,10225,18546,426.12,2000,10,494,0.3787
85416599bd99f6c7c9488f7b2722f673,-11.54,19600,23131.3496,511.74,1000,27,,0.4467
8547380da367fe57bba9363400023914,-5.43,11800,14902.0098,405.54,2000,18,486,0.5699
8547982a304cfe9c4742d25613f43773,-2.99,9775,18269.8008,419.82,1290,8,474,0.1292
8548649f8135c51cac22b896c1cad307,-4,8150,11774.5,301.44,2000,4,534,0.4652
854f9aeb655012b6335d77a43ddd11d7,-4.11,12325,16461,420.96,3500,15,500,0.5671
8552bebdc0f7c3ec7cb52dd5c168bd3c,-0.7,12375,17447.25,388.43,2000,13,,0.5879
8552fb48aca74693538ae348ea717569,2.05,10625,19295,445.73,2000,6,657,0.4547
8552fe42e52c6c69f34134953b91c04e,-10.49,16300,19544.6992,443.43,2050,20,,0.5683
8552ffcd603bc0c0c6683fb9ea734a73,-0.82,12225,15515.5195,353.87,2335,10,567,0.6019
8553f29148860cb880dca6b7352a2a22,-11.54,11300,18130,426.06,1000,27,479,0.2589
85569329cd9829be16d8c75e6dfb1efe,-9.61,11900,19661,434.85,1000,16,601,0.5291
85574b587cb98dac25ef93c51c26a232,-6.93,10800,18003.7793,380.57,5000,15,633,0.2854
855877e4f0af3e78fe2457c72813c5ff,-2.39,8800,13856,358.73,1000,3,,0.1067
855ed8e15ee1461e9fe11c4f9627106b,-2.64,6825,9403.3496,241.11,3700,8,,0.5544
855f395e6762cd5e434ae2ef3a80514b,-6.04,15625,21980.2891,543.88,1500,21,481,0.3858
8560f8a116185d60a779b4c2daff4027,0.16,8950,13347.0303,353.05,1400,8,515,0.6289
8569ccdf94c20ba4c727f96da08d8dd6,0,15450,19626.4609,450.99,3500,22,476,0.0564
856c1f0238d1d7584a243a5a7fb771f8,-6.97,10850,15512,387.99,3000,30,,0.3274
856daf927aaa0d414278578a501cd60c,-5.28,16075,20170,540,1000,11,,0.6593
85716e6c0b525c9c1590f94684c827ef,-8.58,12900,22809.9297,501.54,1100,42,639,0.2494
857251584019b0e8729f2ee573e2ab89,-9.56,18250,21793.6895,469.75,3858.06,21,,0.6521
8573062154e984a4d768b1551472602e,-0.43,10050,16022.25,463.91,3000,16,521,0
857363605ce082cafb63fb17c4fdfe4d,-2.08,15200,19016,453.59,4200,13,,0.6169
8575c2471aa95672d4e2dece5a740fa3,-3.78,14950,27414.5898,610.69,2079.1,9,546,0.517
8577738759ba9aee73aba79e51348492,-6.79,14950,22578.8203,518.78,1728,13,484,0.5296
8578c6b480e7c4efbaea4e84f66213a4,2.05,17475,23549.8398,527.18,3000,6,535,0.7166
857a6e03e56023ff14d18b00ae85b6c0,-9.78,15175,18992.4609,401.47,1000,20,,0.4596
857df3e074abaf940bc4ceebe1dd03be,-1.18,10425,14787.7695,365,1150,14,622,0.2419
8583e383beaebd0da51ef5cb6ceb1e24,0.75,11425,15914,382.08,3000,19,473,0.6561
858dde2cb84df6a9508a3db26464918a,-7.06,8950,14283.0195,317.96,1000,19,572,0.3261
8590ba58b33869e975041f97461149f5,-5.13,8425,12005.2695,303.8,925,22,,0.3538
8590e6cccd899e8520a55d3676b16c7c,-12.94,13525,19805.2598,453.05,2764.23,27,,0.4697
8595a7ab130e88d7a321add5c21bc63d,-5.13,12350,17091,392.69,2700,22,,0.4668
8595a8bc93374b52216069bfbd7f39f9,-5.39,13175,19844.4297,455.95,1550,25,540,0.46
859ab7dff612d477df6345b2a639738f,-10.08,9575,11687.6104,298.84,1500,41,543,0.2174
85aea7eb8b712a67629c1e6b7fa7dedd,1.37,16125,21965.8809,543.67,1500,5,489,0.8132
85b44e7690fbe84a98d3d2c99b7f525c,-7.41,14775,23526.5996,523.8,1685.68,24,,0.5168
85b66572afbb6a7ede10de5c49eebbac,-3.52,12850,14593,358.05,2503,7,610,0.7051
85c3b96d3ac96dd0cf249d764bacea9d,-7.38,13475,18422,436.46,1950,22,475,0.4709
85c9459aac8a10f1810e2943b6078540,-3.75,12700,19947.3496,441.22,1000,3,,0.2578
85c9e7a725512a7d24daf0feac0f1edf,-3.85,12475,17591.5508,409.14,1830,8,498,0.4819
85cc38777481c89972a4a39a45d96c6e,-6.57,12500,17186.4707,382.45,1250,13,474,0.5087
85cecbfac667f3844594714609e35b2e,-5.49,9625,13074.5,341.25,2025,13,,0.6279
85cf2d2daf889d8bdcba7c5ac5ba48a7,-6.7,16800,21940,460.68,2600,24,471,0.54
85d2584e26dcec0e54a6793a1f129227,-1.49,13025,17774,408.61,2500,12,533,0.4755
85d330f1079cf5489d5d3fdcba6575b8,-7.33,13725,22312.2598,471.61,-2698.2,25,546,0.6175
85d484248d728c4e93e3ea84a83e6f5b,-9.39,2950,9502.5596,276.1,2100,29,,0.0403
85dac54ecd12bd3c9d3799aefd38617b,-11.63,12150,14173,311.5,4500,29,574,0.3913
85df4112e817a064d919ad12a1f8dfaf,-7.33,13325,21665,516.7,1000,23,483,0.6041
85ea942263da0abdf2ca6ffcf3fc4f9b,-7.99,11025,16558.6504,380.45,1500,30,540,0.07
85eda0c3904f7b2d10ef8c8d94b2a425,-7.49,12950,21953.4805,488.66,3500,28,504,0.3587
85f0b619b684a81bb5010ef6c93e4435,-0.86,10725,16100.9902,388.62,1500,15,536,0.6135
85f5977364050ff3c08120eb53ef13a3,-9.04,4525,8973.5996,244.34,4500,19,574,0.6579
85f5ccd61b1dbc6c5b2f370cfc6afbc3,-7.66,11675,13032.8701,312.94,3000,22,,0.1917
85f71f60824ea7cd3515cdaa5e5078c5,-9.56,8475,16223.3496,393.17,3500,21,,0.4994
85fdb433eec96b74aa877357be8a1f9d,-7.55,24125,22965.75,524.41,2000,23,,0.9943
860029fd1ff9162443a63b1705974106,-2.47,15950,18472,429.79,2000,10,590,0.6215
8601a4f8f47608b35cbd34e542b12eab,-8.04,13675,16378,359.94,3000,21,472,0
8603ea40701af27360abd04fa022aca7,-11.02,14100,19354.0098,441.89,1500,20,577,0.3668
86078576c2470f422ecd1106c99f8d0f,-3.85,11012,15078,413.49,2250,11,,0.4657
8608222d84ead7991ec68c3966b599f6,1.82,11275,16468,444.27,1600,11,498,0.042
860df17d40f8e73416c0e2b45b41deaf,-0.69,7150,9726.5996,273.35,1250,14,446,0.1682
861238c0f77c908a6ae362cf5472a8e6,-7.24,10725,14015,338.33,1405,12,532,0.4838
861a109d8c27b29b9d8f21b91ad8e909,-6.95,11050,14691.8799,363.68,3900,17,492,0.4935
861c7754948fbb9a3a3d2e1949e34ecf,-5.01,14075,21030,482.98,1550,11,477,0.3943
861ca5b95e23b250efd0aa6b5aa8609b,2.06,14450,18550.0391,466.28,2000,14,502,0.6619
8624a29a6bc936d6a56314f231af5136,-1.45,7075,12973.6504,343.59,2000,16,,0.0372
86251001d5e49a8edb87f6e45159aadf,-0.93,7975,12025.7695,307.63,900,12,,0.4301
86262175ddc479e36532fbc1d189de68,-8.01,9275,13127.71,386.75,1000,14,,0.4868
8627e818825db1d01d503fcaed1ad988,-7.96,15300,25153.3496,578,2000,21,493,0.513
8628d74c4178c2afcc712bb55013d15b,-6.11,6975,10882.0195,281.43,2000,16,506,0
8632f303d8417ce5c775aa5088fca4e1,-8.46,13050,15229.5498,328.26,2500,35,618,0.4001
8636fcb2b31b7350d868684d401dd4a0,-11.02,10700,17174.5,379.67,2000,20,,0.6875
863adf0ede5b6787eeccd19a887be7d7,-2.75,13475,18915.9902,462.54,1750,7,,0.5363
8648a18b974561bfdb6e0d8756fff37f,-2.47,13625,23331.0801,532.13,1837,6,490,0.5907
864a7d808eb39f32922d256f00678ee5,-12.05,18200,23905.4004,505.33,1000,33,441,0.2682
8650a74e0cd42a5df4c4a4b09e80f2c6,-5.59,8150,9159.9102,250.27,4000,8,482,0.6966
8655028370a2297de2f03a2fdb6ce3e4,-3.76,11550,16665,431.24,3000,5,546,0.7738
8656d62af1397efba01225953a45ceb9,-7.4,20700,27332.5,608.39,1554,33,616,0.0449
8658b7a959f068fcaaf50e184600b887,-6.91,9475,13968.5596,309.05,1100,17,,0.4443
865af0b1fb9b02cbc9147974bbe7e976,-8.78,11075,15456,359.1,1500,41,,0.4453
865b9fe9c0020c00733e5df0c92da717,-6.93,12700,20696,493.61,1500,15,501,0.5078
865eec3eb0bd04bded1d1db691cd6c1f,-13.02,7400,9894,263.71,2500,25,499,0.0545
8661d665d8696e0e4772e7a720af6f4a,-5.28,11850,18348.9805,443.23,1000,11,584,0.5394
86628f6e37dcb59783057bd50de16d09,-7.52,6625,10736,293.12,950,27,624,0.4106
86633ded0b28909c6cfec687a9ad0f52,-1.17,14325,20284.5605,511.26,1800,18,486,0.5746
866696b3a50232f875afd1b4e9571569,-7.98,10250,16933.8809,445,2500,42,585,0.2025
86712de4d47e83b410583f0622f2b5b5,-7.72,11325,14384.5,348.85,2000,27,540,0
86762fdc5f4d131d69899b89b7520a5e,-6.16,10950,17987.8594,439.76,1000,15,561,0.4392
8677c7fb223047e3a141aca523b984a1,0.55,13600,19461.1309,508.4,2000,6,,0.657
868162ca2d09c1990fa0ff6489ec7b06,-0.1,17100,22180.8203,524.34,2300.08,18,504,0.7092
86818fb70b4a4b561c40f876d8198c5f,0.04,9575,15152.3096,340.33,2000,8,,0.6323
8689cdd88738be7c4432e9de969d90a0,-4.96,12225,14392.0098,348.91,2500,9,469,0.4472
868f3804244d0dd7c46b8801aa086d09,-1.84,7900,14440.2998,311.25,2500,8,489,0.4885
869929d49e49e07badf516f8bce23ca7,-6.39,13125,20268.8691,451.24,3000,20,469,0.42
8699575503bdbdd9f95c0703bb7415dd,-6.44,7700,11071.8398,305.58,3650,22,,0.3273
8699ba3ffc4dd1bc78c62d6b191884fe,0.32,8625,14095.5,338.99,2000,7,,0.7436
869afe0afeaecb4860966d4ee689cd63,-8.02,10275,13842.8701,336.23,1300,27,476,0.3979
86a24d0052ba7b5108742795a92b2161,-8.25,15000,23649,531.91,-4121.65,36,,0.3099
86a91f5766920a301e149f8369840856,-7.13,27225,24497.6406,517.8,8600,26,,0.7228
86b3675bd38c9b961d1971e2a83106ad,-3.3,10675,16663.1504,379.92,1192,14,510,0.4706
86b5977035863c4f4b742e370bbd5d7d,-11.54,8850,13006.1201,368.15,2000,27,,0.0169
86b748f87531bcaf1b57dec1adc37dac,-0.93,17625,23603.7598,569.95,2500,22,486,0.6311
86b7d5fd7592102af01cdc7f55ce88e8,-11.54,12500,20305,466.77,1000,27,537,0.0388
86bdd2f5c84637b846fb692ed732679e,-4.48,18300,22476.4395,486.89,1000,6,,0.6803
86c0f5f38b2c130f64a77cf70c736d47,-11.31,13400,24912.3594,523.4,3500,28,569,0.0712
86c3405b83e771eeb1a0d175095bc2ed,-4.97,15750,19667.8594,446.01,2899,18,515,0.6591
86c513a0cf5a4c629ef2a8b8fb39203d,-10.74,22100,24804.1504,511.1,3000,39,,1
86c5cd7a38298d8fbae761234b0e51e7,1.59,12375,19319.6895,505.75,2000,7,,0.6435
86c87a42131eeaa9aa465e1f36edb654,-5.01,11225,17291.5,444.59,3000,8,500,0.5165
86c8d7bceffdef5d41512958dc3bcad2,0.83,15450,20413.1992,458.32,3000,6,,0.8176
86c9640b3eb0a757a9655386cdfebe6b,-7.88,11100,17078.3203,412.66,1557,16,,0.3669
86cb0747d2ae44852e63cf8c927434bb,-6.16,10400,21048.9902,498.1,4719.86,15,568,0.2596
86df9f1ad5d028b40ce5051a12bb5889,-2.69,14550,19182.3203,507.99,4000,6,489,0.4985
86e030063da12e939edea6bea3e1b672,2.15,11025,15554.8799,408.53,1483,12,566,0.565
86e0c6e018dd6ea11b6dd68f38be765d,0.27,6450,10569.7998,298.85,3500,6,487,0.7569
86e57c51651612c948d0897600706d5c,-2.74,12125,14987,406.49,2000,19,577,0
86efc5bcc8d697a694b3c22373a81be7,-3.49,7000,10603.9502,274.43,3500,17,646,0.086
86f2971d5aefecc4045f5996e6a01242,-4.97,12500,17648.0996,392.82,925,18,561,0.0576
86f8fb4e964a6e349c3d8fe013f55237,-6.18,13225,19500.7402,462.96,1653,16,502,0.5245
86f998c730e263f705b5ed27576a7bd3,-2.81,14700,23201.7402,515.37,3100,8,482,0.474
86fd067030f09a65f7e984d6e9c3989f,-0.15,11900,21036.9609,488.29,3457,17,579,0.6337
87094189ade0d85a2998080d0709414d,-11.7,9800,13562,392.31,3300,31,,0.2717
870a253b7e25320f504a283180358a12,-9.25,6950,11157,314.52,1500,34,580,0.0435
8710fb1a430891a507f453a32dab6b61,-7.72,13175,16172,432.54,2000,27,486,0.2329
8712590496f12855dc60ea2c56eef9a2,-3.95,7725,12618.9297,304.14,1500,23,,0.3396
871aabd90f6fe7cfe69544d455b20f26,-4.42,15425,18765.1406,488.34,4000,25,,0.2091
871b64f9b7a434c3100994ec0fd4f007,0.86,11050,13921.2695,319.76,3979,9,494,0.6365
871e3cf75e892a4eaea4c5c0e835e147,-4.86,11600,17152.0195,403.42,990,16,515,0.6808
871e806bedffc8cf8e775fb8d910328e,-3.52,13050,21037.5,465.28,1500,7,,0.4324
872013a5d29ab0cf4d2b2d8f5de30bb9,-4.54,9175,12958,316.83,2500,10,,0.0574
8720a61315fa9a46988b5362086a103a,-1.02,11075,17619.1191,392.52,1000,11,,0.5853
872c4da1361828c46a121cc4e79c74e0,2.8,10250,13235.1602,317.76,2000,7,,0.737
8731e4c37e47f5602dba6cd863192463,-2,21650,35825.7305,774.26,643.19,5,500,0.0697
8748595d3060ca5ec9f38a7c9cc5897e,-9.92,22575,29747,709.95,2000,25,537,0.6149
874a02fd4c28501bca87268cf16a9749,1.18,18500,22824,490,2000,6,533,0.7411
874ef3fe28a87daaa318a8cf0d420ecd,-4.93,11425,16247,416.67,1500,23,530,0.3888
874f06121172121dc90afed368395a06,-10.64,10700,14427.2695,334.27,1400,21,,0.4031
8756a11e5e705bdbeb549d044e6ff010,-0.73,11175,13991.9004,343.31,2100,9,,0.5281
8758af40312130eab92415124a00c3b8,-7.14,11225,16939.8496,386.36,1200,26,462,0.0341
875c73debd88d9553ee362fb0d29f625,-3.01,6800,10391.5195,305,950,26,520,0.2935
87716573d045637b65a3eaaab49e6976,-7.89,7950,17634,405.21,2500,23,506,0.3948
877db6bb254a3e3db3641db8fc8e0755,0.78,13025,18371.4902,523.09,7000,20,536,0.4143
8783a54bdf30ed058bc7d919c210da38,-4.48,9925,14703.6504,398.23,1700,7,528,0.6349
878b8ed856a4867d45cc544ddf0afe3c,-6.31,10350,16922.0195,374.3,1000,32,517,0
878d93b94040b16291fba5b0a9e0e8b1,-9.21,10050,8988.5801,246.6,4000,39,431,0
8793c738d0560c2c4b19db19e1218062,-1.35,9975,15819.7002,406.93,1200,6,,0.0307
879acfd37b95efadd96b985d53e700aa,-7.52,14425,15537.7598,356.23,5000,27,,0.3141
879be03d4607d26694b082af7f2680b5,-7.2,16700,21445,489.11,2902.82,13,574,0.0283
879fcaf900591b4769f29c0c435bac2d,-7.66,13050,21988.3594,489.86,4145.95,22,469,0.4421
87aba7f782c34228664354c4fb3f85f1,-7.6,14350,16054.5498,368.92,4000,28,547,0.556
87abb057ba2ac383e8dd9eb2da326d82,-5.84,6525,9148,264.43,2000,18,536,0
87ac937c398aa66acfb2d5c3b174a359,-7.26,16500,18740.0996,449.79,2000,14,535,0.2441
87b17a7a64399a8d5df9888d8599ea32,-7.19,9850,16259.1904,359.56,-2144.03,28,542,0.4469
87b36bd755bae26918b4d4e18f93cad4,-4.86,10975,19178.9297,449.08,1000,7,587,0.485
87b59014914cc2e530a554405deae44c,0.83,9700,14303,390.32,1000,6,558,0.3842
87b938abbe8539f1a20ee344b729eb49,-5.95,7625,13271.7998,366.93,4000,8,426,0.4378
87bab53142bd91f11c200910c6af2a09,0.04,7575,11957.1396,358.23,1500,5,,0.8631
87baccac52587373b992c590ae199845,-6.29,13775,20123.3105,445.1,2500,12,566,0.6016
87cce2461564fcd972db5fb7234772b8,0.59,18100,22392.5293,540.91,3000,13,,0.0397
87cd1e7b5f46be5011dc94d6c637e89e,1.49,11750,18897.9395,453.57,1000,8,514,0.6156
87cddf03eeff16ec0905f30c153ea249,-1.22,16650,24609.6797,565.44,7000,7,466,0.7621
87cf2a64d9a55ef780a8fc523602f14c,-6.57,8375,12561,283.97,1000,13,,0.5289
87d77e41ee9bd2986afb8ba81fb9ea97,-9.49,12850,19592.9004,450.17,2000,30,,0.1733
87d93de311004faf3e7b1b5f8818a7fc,0.86,13425,17084.4395,402.47,1275,9,495,0.0427
87dad90f398570974a402c3577238dc6,-4.53,9475,15232.9697,389.89,1500,10,,0.3696
87dc7df202eee319f565adff96800cdb,-7.44,13675,19496.4492,447.96,1500,20,,0.3472
87dcced53397a224dc91747c48458f62,-9.39,9100,15950,385.18,1162,29,528,0.3817
87dcf153ca286af2c54cef074030f051,-7.69,14475,13534.2002,309.8,8000,18,521,0.7963
87df432f292df39548690376c25d44b8,-9.92,12325,16311.3096,381.89,2000,25,611,0.0346
87ea3078018d0c2080109e4d78a196b8,-4.84,14700,20152.7793,465.68,950,20,611,0.5348
87f212da98dc26e00562febe3b63a803,0.04,11975,15677,411.5,1400,7,545,0.5146
87f750f1eaa7a8dee4a2de34d32c25ef,-5.55,11250,21323,462.66,1100,17,,0.3005
87f7f199fc0feb75d3bb8408c6a11615,0,13225,20239.5801,456.33,1000,22,,0.6672
87f9b7bc582d18b58d81316350f7887f,-5.66,33325,25109.8008,555.31,17000,11,513,0.1196
8808dac44fb10ea1ec6caeb8baf6944b,-4.48,15425,16985.5195,429.3,5000,7,460,0.2057
880bbb526e6c995a02c735f6a1ef2a1b,-6.57,9250,10845.2695,260,4500,13,440,0.1511
880ede383b88b42d531b28e412c649c4,-6.16,13100,19078,436.81,1000,15,538,0.595
88129cb13b1bb90b6ba09bc8261b72d9,-2.39,17450,24214.8809,688.93,8500,7,494,1
8817d3f2398346c4b19af2b5aa95e816,-3.78,15300,21030.9707,483.13,2500,9,481,0.7369
881807483fc2c1c3b73c952c324f3f8c,-11.96,16525,22200.3906,525.35,1000,28,545,0.3276
881afa0a1a067e0adb2cd1c49303f6e9,-4.18,13125,17822,442.52,2500,10,467,0.4894
881dd0dd2f083aba8ebe06f0bf2afb2f,-0.36,9575,15112.8398,352.22,5000,13,514,0.6571
881fc72c2eaea77566ad3bfd3473c0bc,-9.49,8150,16744.6699,363.25,3000,30,598,0.3287
8824675d90645e5ff96e0165b63c6d17,2.05,7100,11802.8301,337.46,2000,6,,0.5563
8828382ccbcdf2d74e8f77f8db8bef50,-2.54,14200,17770.7695,495.87,1846.73,20,509,0
8829331f9c096a281b0689564afffb10,-5.31,13650,19160.7793,468.44,2500,8,527,0.5912
882d6e2b5fc08059b5d1250013e2dede,-5.49,12550,20079.0195,446.53,1030,15,535,0.444
882eb3ad65578f9e45d98246504e17af,-11.18,10950,14551.9805,379.98,2500,30,508,0.3274
883bc1f55c1dbe4b777ff04b17d1f204,-7.02,3600,7513,218.06,1500,29,551,0.0623
8848ed5e7e24b0a60b83bda08486ce16,0.65,12025,18476.5508,427.13,1650,7,481,0.7472
8849e62f3b16d90d835bd6ee275452e6,1.22,7375,9315.3604,253.28,2700,11,,0.8759
884b3b966f54f193a08c544c73dca5c5,-7.63,10175,15616,422.87,945,38,501,0.1878
884e136db02749329977f0fa681ecfb2,-9.03,8475,15576.8203,350.88,3645,18,,0.2566
884ec6ebd033f00b8db554fd50880d71,-6.28,11400,20176.8008,449.08,3758,18,487,0.2688
8853f8c39814ccb0d495e3f538f0f201,-6.44,10975,12500.7002,309.09,500,22,,0.0342
8855896ad30e92f20d433273c97ae9aa,-3.5,11375,17882.2891,454.64,3000,8,638,0.4629
8857fabbcda887bd64fa6650873cc1f5,-6.73,12200,18045.0293,427.04,1200,13,536,0.6438
8858f22c4b0e828691c9f871fa09011f,-2.59,7525,12942,346.62,2000,9,545,0.3569
885d6dd41c5cb0c3e18b664b34a36eda,0.49,13475,16092.4902,346.86,1000,9,611,0.0814
886f2c1ce39bd531cf4a86c65337da5d,-5.96,11875,20015.3398,456.5,3200,8,527,0.5015
8878e4f23ebe431f2139e7c5ca958eab,-3.37,8850,17983.1094,377.81,900,21,,0.2988
88866201e49cfc874ab74b49bc4dec06,-1.17,9950,18954.2793,421.59,1964,18,,0.444
888fb7ab305b4fdc6c650decd6cf4690,-7.81,18225,24074.5703,585.55,3000,24,551,0.0524
8890784bd13ba9c41a2312e48dc4fdd7,-1.36,11675,17129,386.16,2200,11,468,0.4254
88918e1472b36cd43147bb5d36960367,-1.67,8200,11401.1904,310.48,1000,4,546,0.7088
889514cf49c6fdf7469897de32f86192,-7.01,7875,8575.5195,223.16,2500,31,,0.4808
88951fac7217200aa75016c067a107a6,-9.27,13525,18158,465.97,1750,32,539,0.293
889ab6d23c625bb989f40e07817d5a64,-6.86,11500,20642.0801,474.28,1000,25,,0.3193
889d3b0bbd106843d23962cd3d6cb9ae,-2.96,11075,17096.9297,392.6,1000,18,,0.5299
88a4f58768878ca129a6ea75184188db,-6.68,9750,14504.3301,362.59,3000,32,,0.4321
88a6666c90dc8a49cbf7fd13a0cae69d,-11.74,12000,12629.8701,308.62,7176.27,33,,0.6749
88a9d107e61cf23c630214504ad035d5,-4.35,15600,20475.1992,479.36,2000,6,551,0.6988
88a9de942b114714a2ce4cba9b530df8,-10.59,11425,14603,333.69,2000,22,,0.1783
88af7e2cac83be653a83691e62bf5ed7,-8.04,12075,16096.8096,400.7,1500,19,492,0.5169
88b88ba6943d2268e522b83ae106c6f3,-2.9,7850,11241,317.47,1400,8,,0.4795
88bfb8c149bfb9630566a4fc4f878c59,-7.09,10125,17054.3594,459.93,6000,27,542,0.0251
88c65c44fdfe237d3d08c04664d3bbbb,-9.86,13925,15645.6201,337.34,1000,17,588,0
88c7cbed0f8a2965e4d9ebf9acf072d5,-1.22,10100,13996.5996,335.55,2100,7,456,0.6375
88cef2bb7c44f6fdf3ae395145676708,-3.65,15425,21695.3008,507.16,3530,19,538,0
88d35140460fc1139a3d0586b124557f,-3.16,11525,15702,360.77,1125,4,570,0.7096
88d399bb9cbf9b2d222bc76b314c01e9,-6.19,13650,22601.2207,539.19,-1143.15,37,480,0.4274
88d56c0d690247b3a4cfd9c58300f7dc,-9.27,11800,17830.4902,409.68,1855,22,,0.5183
88e3c74da095c9532171ceb361a6ecf2,-1.58,9750,14733,386.26,2000,7,531,0
88e6dd234d482bb360516f0f528c0d38,1.86,20775,23808.1191,690.95,5000,8,544,0.6066
88e80162afed0ae13970613fa6bd1e73,-6.26,13825,19542.4395,466.48,1950,33,547,0.1358
88e96b964a2723fd9c0eb7d71a9a8751,-11.99,13750,19186,424.47,1500,34,573,0.3865
88f8e1eea3404da4febe8b5033ae69d2,-4.43,12300,18632.1309,415.25,-319.38,7,,0.5702
88fb788c4ea0033e5f806e2a2efbfa89,-8.94,27300,20789.9297,456.91,16843,40,648,0.7534
88fbd367f538e788248b3c87450aac34,-10.06,12400,15956.4004,389.17,1700,30,,0.4071
88fdb2064d17d7475afa9a18e8e2444d,0.43,5400,9060,252.44,1000,5,524,0.0628
88fe2a1c8c5ab3db8a90e454c4877f7a,-9.63,11650,19944.0098,430.09,1695,36,,0.4347
8900b612982039b9df0dd15b845f77df,-1.93,12225,20186.8203,463.87,2000,4,507,0.6584
890a1c4202e9e78965f255b9dc8e5a4d,-3.73,17825,19506.8809,498.9,5000,9,482,0.6139
89115a5544bac97a4795d7317e80a6d6,1.17,16950,22167.9609,509.39,4000,4,,0.8098
891b7ec3d066754d7df525b494e9f2ee,2,14775,22714.6504,636.35,5300,13,,0.5883
8923bd02b51a09b31705e122e958b72f,-4.86,19325,17695,437.91,6000,9,456,0.8199
8924641ba814f7e22a8b4ea3f297cce4,-0.5,11975,16414,396.96,3000,8,452,0.5008
89250d380b70d2eb4206d8a74431f14a,0.15,16150,22554.2793,582.2,2450,17,517,0.5138
892ef4fd3ca0c98d713af47b073c29cf,1.26,12700,18642.5,468.11,2500,6,600,0.4336
89301eb720bf67743011dc445dd77d9c,-2.09,9775,14357.6504,346.56,1200,15,451,0.5667
8930558438e07dfab9fbd269d761a206,-1.12,8050,14011.4404,321.89,2500,15,,0.8045
893c539fdf1ab22b3bbec12ec7854e4a,-5.13,8225,12757,306.29,1500,22,603,0.5646
8940222a5622bcc679f6f033b44a3b10,-7.81,13175,19399.2207,399.73,5000,24,550,0.5678
89443441a95c36a30418c8a37cdbbaaf,-4.32,12400,19820,487.3,2000,7,,0.3295
894443d76f7ade80aaf52bd9ea5ed705,-7.81,12275,16106.9502,372.41,3300,28,,0.4058
89489f27a27c4825e46222d7465fea0d,1.86,9750,12702.3496,325.58,2100,8,,0.6696
894ddb41bcc20d340db9fee38ca1c3b5,-2.03,8800,14619.3398,373.22,590,22,499,0.2631
894e61f5ecff272a6e9693c580e0af01,2.17,10850,13392.6396,326.64,2275,4,534,0.5501
89519a71313a844f9ca3fee820bff6d0,-6.21,12150,17173.6992,409.65,850,14,,0.6615
89532993f28daef12b83331b22525ad7,-9.09,12075,16607.1309,383.78,1300,16,,0.4742
89536939321917fe4454162353f5934f,-7.99,8950,15148.75,330.69,1500,30,545,0.5469
895914385408fbf3a590b406fbed09c6,-4.86,13075,16919,386.29,1300,9,531,0.4833
895d85a7ba01d55341178a7fafbedd1c,-2.39,11875,16533.6797,389.14,3500,9,641,0.6333
895fdf5f75f20aa28a620467ac3630b1,0.32,13350,17270.1699,384.45,6880,8,518,0.8545
8968255efe30440518ccb1d0f64dd698,-5.74,15575,20799.9609,508.57,1460,9,,0.6042
89686ed1f1bb282f6311badbd531061f,1.59,10650,14316.4004,350.15,2000,7,497,0.4979
896cab69602b6e3f96a299a486c03404,-1.1,13300,13978,388.05,3500,25,455,0.7802
89758fc40223a49ae62cf1e2b59f909c,1.11,15125,25340.1504,582.29,1500,8,554,0.6214
8975e03af5044eb6ef1fd722b4be240c,-4.45,10850,14622.75,397.49,1300,6,521,0.0446
898517498973a638532ea273565568aa,-9.49,11100,17400.25,513.21,3000,18,490,0.045
8985387c1ad27818ec5a9092fe18b221,-2.31,10550,15130.5,399.32,3000,21,459,0.1859
8986875505bafdb0784216435c8f4c12,-4.32,17200,20865.0391,491.31,2500,7,,0.7099
898a272f8532b31a7344162ee9deba59,-7.77,13725,20576.8906,497.07,1000,44,607,0.3656
898f76c457295ed9b69ce4cca5114117,-6.19,9350,12800.5498,332.92,1500,37,519,0.3597
898ff30b019a323476a90058b53398b8,-10.71,12550,19670.3398,465.47,3000,23,463,0.5966
8997162d3ef52bcc242b66f132d1bb9b,-7.66,18600,21009.3496,506.18,6500,16,,0.6584
899970e02aacc7765a6ac25467237f93,-4.6,12600,21131.0605,492.49,942,19,,0.5264
899df395ab04933f7a5246f3f95d3ca6,-3.49,12050,18695.4102,448.17,2000,8,442,0.1277
89a04f1f35b7974cdd7cd14d8f97d067,2.05,15025,20521,471.44,2100,6,534,0.3908
89a51bd781cc8cdef817f0194613da3d,2.8,10825,16118.79,395.08,2000,7,566,0.1957
89a64428718feb8c8329d3ae89279f3e,-3.59,10575,18028.0898,396.18,1750,15,561,0.2487
